,filename,location,name,release_date,overview,genre,vote_average,vote_count,popularity,cast_top5,trailer,poster,director,runtime
0,The Rocky Horror Picture Show (1975).avi,D:/Movies,The Rocky Horror Picture Show,1975-08-14,"After getting a flat tire in the middle of nowhere, newly engaged couple Brad and Janet encounter the eerie mansion of the flamboyant, seductive Dr. Frank-N-Furter and a variety of eccentric characters. Through elaborate dance and rock music, the mad scientist unveils his latest creation: a perfect, muscular man.","Comedy, Science Fiction, Fantasy, Horror",7.445,3051,5.1122,"Tim Curry as Dr. Frank-N-Furter
Susan Sarandon as Janet Weiss
Barry Bostwick as Brad Majors
Richard O'Brien as Riff Raff
Patricia Quinn as Magenta
",https://youtu.be/4plqh6obZW4,https://image.tmdb.org/t/p/w154/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,Jim Sharman,100 min
1,The Runway[2011]DVDRip XviD-ExtraTorrentRG.avi,D:/Movies,The Runway,2010-07-10,"The Runway is inspired by the true story of a South American pilot who landed his plane near Mallow, in 1983. Against all odds, the people of the town came together to build a runway to get him home and briefly caught the imagination of the nation. It is the story of Paco, a young boy without a father who adopts the pilot and convinces the town to build a runway to get him home.","Drama, Comedy",6.1,10,1.1148,"Demián Bichir as Ernesto Cordoba
Kerry Condon as Grace Thomas
James Cosmo as Shutherland
Jamie Kierans as Paco Thomas
Donncha Crowley as Tommy Carmody
",https://youtu.be/4plqh6obZW4,https://image.tmdb.org/t/p/w154/jMw5WMdRpMtEdHcAamY1Kkq0Xf1.jpg,Ian Power,101 min
2,The.Sound.of.Music.1965.720p.BRrip.x264.YIFY.mp4,D:/Movies,The Sound of Music,1965-03-29,"In the years before World War II, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children and brings a new love of life and music into the home.","Drama, Family, Music, Romance",7.728,3537,8.352,"Julie Andrews as Maria
Christopher Plummer as Captain Georg von Trapp
Eleanor Parker as The Baroness
Charmian Carr as Liesl von Trapp
Nicholas Hammond as Friedrich von Trapp
",No trailer available,https://image.tmdb.org/t/p/w154/c6CrUZypAsBCaRWX0M3RVRDbhNS.jpg,Robert Wise,174 min
3,A Serious Man 2009 CD1.avi,D:/Movies,A Serious Man,2009-10-02,"It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.","Comedy, Drama",6.712,2276,2.176,"Michael Stuhlbarg as Larry Gopnik
Richard Kind as Uncle Arthur
Fred Melamed as Sy Ableman
Sari Lennick as Judith Gopnik
Aaron Wolff as Danny Gopnik
",https://youtu.be/mDKHWRbK2_Q,https://image.tmdb.org/t/p/w154/5gGxDS8WmrebPlMHexVS8EVehiP.jpg,"Joel Coen, Ethan Coen",106 min
4,A Serious Man 2009 CD2.avi,D:/Movies,A Serious Man,2009-10-02,"It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.","Comedy, Drama",6.712,2276,2.176,"Michael Stuhlbarg as Larry Gopnik
Richard Kind as Uncle Arthur
Fred Melamed as Sy Ableman
Sari Lennick as Judith Gopnik
Aaron Wolff as Danny Gopnik
",https://youtu.be/mDKHWRbK2_Q,https://image.tmdb.org/t/p/w154/5gGxDS8WmrebPlMHexVS8EVehiP.jpg,"Joel Coen, Ethan Coen",106 min
5,Buried 2010.avi,D:/Movies,Buried,2010-09-24,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,"Drama, Thriller, Mystery",6.634,2965,8.5185,"Ryan Reynolds as Paul Conroy
José Luis García Pérez as Jabir (voice)
Robert Paterson as Dan Brenner (voice)
Stephen Tobolowsky as Alan Davenport (voice)
Samantha Mathis as Linda Conroy (voice)
",https://youtu.be/d8KBYAvYpO4,https://image.tmdb.org/t/p/w154/splPNB0vAoNlb8l5WYxz2E3FK2G.jpg,Rodrigo Cortés,95 min
6,Derailed 2005.avi,D:/Movies,Derailed,2005-11-11,"When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.","Drama, Thriller",6.361,1105,2.7574,"Clive Owen as Charles Schine
Jennifer Aniston as Lucinda Harris
Vincent Cassel as LaRoche
Melissa George as Deanna Schine
Giancarlo Esposito as Detective Church
",https://youtu.be/84mGKTTv5Gc,https://image.tmdb.org/t/p/w154/bcCoOkwEBHUS5Y7Rm1u1oTLUHdb.jpg,Mikael Håfström,108 min
7,Remember Me 2010.avi,D:/Movies,Remember Me,2010-03-11,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.","Drama, Romance",7.103,3661,2.9876,"Robert Pattinson as Tyler Hawkins
Emilie de Ravin as Ally Craig
Pierce Brosnan as Charles Hawkins
Lena Olin as Diane Hirsch
Chris Cooper as Neil Craig
",https://youtu.be/iFFas72-dTY,https://image.tmdb.org/t/p/w154/j7umuMiLCHvWT7wYhFKJOTFSokF.jpg,Allen Coulter,113 min
8,Requiem for a Dream.avi,D:/Movies,Requiem for a Dream,2000-10-06,The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.,"Crime, Drama",8.014,10699,3.7411,"Ellen Burstyn as Sara Goldfarb
Jared Leto as Harry Goldfarb
Jennifer Connelly as Marion Silver
Marlon Wayans as Tyrone C. Love
Christopher McDonald as Tappy Tibbons
",https://youtu.be/20YzUO_RLS0,https://image.tmdb.org/t/p/w154/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,Darren Aronofsky,102 min
9,The Imaginarium of Doctor Parnassus 2009.avi,D:/Movies,The Imaginarium of Doctor Parnassus,2009-10-01,"After a carnival troupe saves his life, a man agrees to help its immortal leader collect five souls and win a bet with the devil.","Adventure, Fantasy, Mystery",6.381,2823,2.8526,"Christopher Plummer as Doctor Parnassus
Lily Cole as Valentina
Heath Ledger as Tony
Andrew Garfield as Anton
Verne Troyer as Percy
",https://youtu.be/Iqe85ffv9-w,https://image.tmdb.org/t/p/w154/DtrqQHa0wT9AWrk2WA9beROJJx.jpg,Terry Gilliam,123 min
10,The Social Network 2010.avi,D:/Movies,The Social Network,2010-10-01,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",Drama,7.4,12868,10.5533,"Jesse Eisenberg as Mark Zuckerberg
Andrew Garfield as Eduardo Saverin
Armie Hammer as Cameron Winklevoss / Tyler Winklevoss
Josh Pence as Tyler Winklevoss (Body Double)
Justin Timberlake as Sean Parker
",No trailer available,https://image.tmdb.org/t/p/w154/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,David Fincher,121 min
11,Toy Story 3 2010.avi,D:/Movies,Toy Story 3,2010-06-16,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","Animation, Family, Comedy",7.804,15423,12.5656,"Tom Hanks as Woody (voice)
Tim Allen as Buzz Lightyear (voice)
Joan Cusack as Jessie (voice)
Don Rickles as Mr. Potato Head (voice)
Wallace Shawn as Rex (voice)
",https://youtu.be/2BlMNH1QTeE,https://image.tmdb.org/t/p/w154/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,Lee Unkrich,102 min
12,Up in the Air 2009.avi,D:/Movies,Up in the Air,2009-12-04,"Corporate downsizing expert Ryan Bingham spends his life in planes, airports, and hotels, but just as he’s about to reach a milestone of ten million frequent flyer miles, he meets a woman who causes him to rethink his transient life.","Drama, Romance",6.887,3873,3.4726,"George Clooney as Ryan Bingham
Vera Farmiga as Alex Goran
Anna Kendrick as Natalie Keener
Sam Elliott as Maynard Finch
Amy Morton as Kara Bingham
",No trailer available,https://image.tmdb.org/t/p/w154/useGH8nfwlaHK44IWEZdUYJOE2N.jpg,Jason Reitman,110 min
13,Into the Wild.avi,D:/Movies,Into the Wild,2007-09-21,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.","Adventure, Drama",7.8,9947,5.3118,"Emile Hirsch as Christopher McCandless / Alexander Supertramp
Marcia Gay Harden as Billie McCandless
William Hurt as Walt McCandless
Jena Malone as Carine McCandless / Additional Narration (voice)
Brian H. Dierker as Rainey
",https://youtu.be/g7ArZ7VD-QQ,https://image.tmdb.org/t/p/w154/jnLnLYP5pGDfri04gxtAqAvkHMw.jpg,Sean Penn,148 min
14,The Lovely Bones 2009 CD1.avi,D:/Movies,The Lovely Bones,2009-12-26,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.","Fantasy, Drama",7.065,4857,5.8027,"Saoirse Ronan as Susie Salmon
Mark Wahlberg as Jack Salmon
Rachel Weisz as Abigail Salmon
Susan Sarandon as Grandma Lynn
Stanley Tucci as George Harvey
",No trailer available,https://image.tmdb.org/t/p/w154/sn0iDphRxQ7I6aLd9igIgACITak.jpg,Peter Jackson,136 min
15,The Lovely Bones 2009 CD2.avi,D:/Movies,The Lovely Bones,2009-12-26,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.","Fantasy, Drama",7.065,4857,5.8027,"Saoirse Ronan as Susie Salmon
Mark Wahlberg as Jack Salmon
Rachel Weisz as Abigail Salmon
Susan Sarandon as Grandma Lynn
Stanley Tucci as George Harvey
",No trailer available,https://image.tmdb.org/t/p/w154/sn0iDphRxQ7I6aLd9igIgACITak.jpg,Peter Jackson,136 min
16,Goodfellas[1990][Special.Edition]DvDrip[Eng]-Zeus_Dias.avi,D:/Movies,Goodfellas,1990-09-12,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","Drama, Crime",8.452,13960,15.4455,"Robert De Niro as James Conway
Ray Liotta as Henry Hill
Joe Pesci as Tommy DeVito
Lorraine Bracco as Karen Hill
Paul Sorvino as Paul Cicero
",No trailer available,https://image.tmdb.org/t/p/w154/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg,Martin Scorsese,145 min
17,Blades.of.Glory.2007.1080p.BrRip.x264.YIFY.mp4,D:/Movies,Blades of Glory,2007-03-30,"When a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team.",Comedy,6.113,1858,3.3032,"Will Ferrell as Chazz Michael Michaels
Jon Heder as Jimmy MacElroy
Will Arnett as Stranz Van Waldenberg
Amy Poehler as Fairchild Van Waldenberg
Jenna Fischer as Katie Van Waldenberg
",https://youtu.be/YFE-6XlAAmE,https://image.tmdb.org/t/p/w154/yclY3zyzrL1MS9b6Eygs9ks0ZTY.jpg,"Will Speck, Josh Gordon",93 min
18,The.Prestige.2006.720p.Bluray.x264.anoXmous.mp4,D:/Movies,The Prestige,2006-10-17,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.","Drama, Mystery, Science Fiction",8.205,17161,12.3501,"Hugh Jackman as Robert Angier
Christian Bale as Alfred Borden
Michael Caine as Cutter
Piper Perabo as Julia McCullough
Rebecca Hall as Sarah
",https://youtu.be/ijXruSzfGEc,https://image.tmdb.org/t/p/w154/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,Christopher Nolan,130 min
19,Gone.Girl.2014.720p.BluRay.x264.YIFY.mp4,D:/Movies,Gone Girl,2014-10-01,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","Mystery, Thriller, Drama",7.889,19593,15.7443,"Ben Affleck as Nick Dunne
Rosamund Pike as Amy Dunne
Neil Patrick Harris as Desi Collings
Tyler Perry as Tanner Bolt
Carrie Coon as Margo Dunne
",https://youtu.be/JU9PdgB3rsk,https://image.tmdb.org/t/p/w154/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,David Fincher,149 min
20,big.Eyes.mkv,D:/Movies,big Eyes,2014-12-24,"In the late 1950s and early '60s, artist Walter Keane achieves unbelievable fame and success with portraits of saucer-eyed waifs. However, no one realizes that his wife, Margaret, is the real painter behind the brush. Although Margaret is horrified to learn that Walter is passing off her work as his own, she is too meek to protest too loudly. It isn't until the Keanes' marriage comes to an end and a lawsuit follows that the truth finally comes to light.",Drama,6.972,3579,2.4487,"Amy Adams as Margaret Keane
Christoph Waltz as Walter Keane
Danny Huston as Dick Nolan
Jon Polito as Enrico Banducci
Krysten Ritter as Dee-Ann
",https://youtu.be/lHDNhWUUhFY,https://image.tmdb.org/t/p/w154/203HAjJcLMl7xThcTqZx4zmEGcV.jpg,Tim Burton,106 min
21,Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964).avi,D:/Movies,Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb,1964-01-29,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop it.","Comedy, War",8.125,6008,5.1179,"Peter Sellers as Group Capt. Lionel Mandrake / President Merkin Muffley / Dr. Strangelove
George C. Scott as General ""Buck"" Turgidson
Sterling Hayden as Brigadier General Jack D. Ripper
Keenan Wynn as Colonel Bat Guano
Slim Pickens as Major ""King"" Kong
",No trailer available,https://image.tmdb.org/t/p/w154/6x7MzQ6BOMlRzam1StcmPO9v61g.jpg,Stanley Kubrick,95 min
22,Happy-go-Lucky.mp4,D:/Movies,Happy-go-Lucky,2020-10-23,"Love is love. Someday, the pain of being in love will be an endearing memory. No matter who the feelings are towards, no matter what form it takes, all love and lifestyles have the same value. An omnibus anime tells the stories of “The wedding of an ex”, “a student and a teacher at an all-boys’ school” and “childhood friends whose bodies and hearts change with adolescence.”","Animation, Drama, Romance",5.8,19,5.2801,"Kana Hanazawa as Ecchan (voice)
Mikako Komatsu as Aya-san  (voice)
Takahiro Sakurai as Sawa-sensei (voice)
Seiichiro Yamashita as Yagasaki-kun (voice)
Ibuki Kido as Shin-chan (voice)
",https://youtu.be/fwVjyIznogI,https://image.tmdb.org/t/p/w154/kKMFum83Lf6upDBr74dCclHJlOY.jpg,Takuya Sato,54 min
23,Lucy 2014 720p WEB-DL x264 AAC-JYK.mkv,D:/Movies,Lucy,2014-07-25,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","Action, Science Fiction",6.472,16792,9.9299,"Scarlett Johansson as Lucy
Morgan Freeman as Professor Norman
Choi Min-sik as Mr. Jang
Amr Waked as Pierre Del Rio
Julian Rhind-Tutt as The Limey
",https://youtu.be/bN7ksFEVO9U,https://image.tmdb.org/t/p/w154/kRbpUTRNm6QbLQFPFWUcNC4czEm.jpg,Luc Besson,89 min
24,"O Brother, Where Art Thou (2000).avi",D:/Movies,"O Brother, Where Art Thou",2000-08-30,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","Adventure, Comedy, Crime",7.318,4459,7.5771,"George Clooney as Everett
John Turturro as Pete Hogwallop
Tim Blake Nelson as Delmar O'Donnell
John Goodman as Big Dan Teague
Holly Hunter as Penny
",https://youtu.be/JvJ_5a6GHnE,https://image.tmdb.org/t/p/w154/s9foMAcLg8GEzzQzer04qOGdD1k.jpg,Joel Coen,107 min
25,The Fifth Element (DVD Rip-DIVX).avi,D:/Movies,The Fifth Element,1997-05-02,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","Science Fiction, Action, Adventure",7.563,11404,17.464,"Bruce Willis as Korben Dallas
Milla Jovovich as Leeloo
Gary Oldman as Zorg
Ian Holm as Cornelius
Chris Tucker as Ruby Rhod
",No trailer available,https://image.tmdb.org/t/p/w154/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,Luc Besson,126 min
26,The Life Aquatic with Steve Zissou.avi,D:/Movies,The Life Aquatic with Steve Zissou,2004-12-10,"Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor.","Adventure, Comedy, Drama",7.076,3084,2.8705,"Bill Murray as Steve Zissou
Owen Wilson as Ned Plimpton
Cate Blanchett as Jane Winslett-Richardson
Anjelica Huston as Eleanor Zissou
Willem Dafoe as Klaus Daimler
",https://youtu.be/XVRXYnGz-Mo,https://image.tmdb.org/t/p/w154/qZoFLNBC78jzboWeDH6Ha0qavF2.jpg,Wes Anderson,119 min
27,The Royal Tenenbaums.avi,D:/Movies,The Royal Tenenbaums,2001-10-05,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.","Comedy, Drama",7.462,4855,3.6204,"Gene Hackman as Royal Tenenbaum
Anjelica Huston as Etheline Tenenbaum
Ben Stiller as Chas Tenenbaum
Gwyneth Paltrow as Margot Tenenbaum
Luke Wilson as Richie Tenenbaum
",No trailer available,https://image.tmdb.org/t/p/w154/nG7hZJn7wQTSDCQT39Gy3s3tbrp.jpg,Wes Anderson,110 min
28,Disturbia 2007.avi,D:/Movies,Disturbia,2007-03-27,"Kale has a life most teenagers would envy. He spends his days endlessly playing video games, surfing the net, eating junk food and watching cable. He has complete free reign of the house, and a beautiful young hottie named Ashley has just moved in next door. There’s only one problem—he’s not allowed to leave the house. Kale’s under court-ordered house arrest for three months, and if he takes one step beyond a 100-foot perimeter of the house, his next confinement will be in a real prison.","Thriller, Drama, Mystery",6.684,3976,3.0848,"Shia LaBeouf as Kale Brecht
Sarah Roemer as Ashley Carlson
Carrie-Anne Moss as Julie Brecht
David Morse as Robert Turner
Aaron Yoo as Ronnie
",https://youtu.be/LoemUrP3EKQ,https://image.tmdb.org/t/p/w154/je3sZZpcfPeiR4eIqBKbxomOw6d.jpg,D.J. Caruso,105 min
29,Milk 2008.avi,D:/Movies,Milk,2008-11-05,"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.","History, Drama",7.223,2346,3.0151,"Sean Penn as Harvey Milk
Emile Hirsch as Cleve Jones
Josh Brolin as Dan White
Diego Luna as Jack Lira
James Franco as Scott Smith
",https://youtu.be/s2kD-9QZOs4,https://image.tmdb.org/t/p/w154/ot4ImF4b7QbS6XsTdMH3pWxNmX2.jpg,Gus Van Sant,128 min
30,Slumdog Millionaire 2008.avi,D:/Movies,Slumdog Millionaire,2008-11-12,"A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","Drama, Romance",7.729,11092,7.156,"Dev Patel as Older Jamal
Freida Pinto as Older Latika
Madhur Mittal as Older Salim
Anil Kapoor as Prem
Mahesh Manjrekar as Javed
",https://youtu.be/AIzbwV7on6Q,https://image.tmdb.org/t/p/w154/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg,Danny Boyle,121 min
31,The Curious Case of Benjamin Button 2008 CD2.avi,D:/Movies,The Curious Case of Benjamin Button,2008-12-25,"Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.","Drama, Fantasy, Romance",7.597,13466,7.9048,"Brad Pitt as Benjamin Button
Cate Blanchett as Daisy Fuller
Taraji P. Henson as Queenie
Julia Ormond as Caroline Fuller
Jason Flemyng as Thomas Button
",https://youtu.be/lqijVXvw7_E,https://image.tmdb.org/t/p/w154/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,David Fincher,166 min
32,WALL E 2008.avi,D:/Movies,WALL E,1980-12-27,"On Songkran, Bangkok native Kan travels to the far north of Thailand to further his study. There, he meets the beautiful Saimai and they quickly form a bond. Sadly, Saimai is to be married off to a local. Kan does everything in his power to stop the marriage, and to stop a falling out between him and his close friend Tawan.","Drama, Romance, Music",0.0,0,2.2968,"Sorapong Chatree as Kan Karun
Nantida Kaewbuasai as Saimai
Porjed Kaenpetch as Chai
Thitima Sangkhaphithak as Khlia
Montree Jenuksorn as Tawan
",https://youtu.be/lqijVXvw7_E,https://image.tmdb.org/t/p/w154/7x5Fmqd0l01Afir84v9z5lwXwoA.jpg,Phairat Kasiwat,129 min
33,Atonement 2007.avi,D:/Movies,Atonement,2007-02-27,A young girl irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,"Drama, Romance",7.64,4583,6.4501,"James McAvoy as Robbie Turner
Keira Knightley as Cecilia Tallis
Saoirse Ronan as Briony Tallis (Age 13)
Romola Garai as Briony Tallis (Age 18)
Vanessa Redgrave as Briony Tallis (Age 77)
",No trailer available,https://image.tmdb.org/t/p/w154/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg,Joe Wright,123 min
34,Let The Right One In.avi,D:/Movies,Let The Right One In,2008-10-24,"When Oskar, a sensitive, bullied 12-year-old boy, meets his new neighbor, the mysterious and moody Eli, they strike up a friendship. Initially reserved with each other, Oskar and Eli slowly form a close bond, but it soon becomes apparent that she is no ordinary young girl.","Horror, Drama",7.549,3164,3.6361,"Kåre Hedebrant as Oskar
Lina Leandersson as Eli
Per Ragnar as Håkan
Henrik Dahl as Erik
Karin Bergquist as Yvonne
",https://youtu.be/ICp4g9p_rgo,https://image.tmdb.org/t/p/w154/7IG4WjaAOVDlLvLUkh513HSwhW8.jpg,Tomas Alfredson,115 min
35,Cake.2014.720p.BluRay.x264.YIFY.mp4,D:/Movies,Cake,2005-05-12,A travel writer improves her love life when she becomes an editor for her father's wedding magazine.,"Comedy, Romance",4.8,125,5.0503,"Heather Graham as Pippa McGee
David Sutcliffe as Ian
Taye Diggs as Hemingway Jones
Sarah Chalke as Jane
Cheryl Hines as Roxanne
",https://youtu.be/BYLMLu2pvJg,https://image.tmdb.org/t/p/w154/oFsEI7Ou2GGdYaPrl1VbJnhfGdU.jpg,Nisha Ganatra,95 min
36,Miller's.Crossing.1990.DVDRip.XviD.AR.avi,D:/Movies,Miller's Crossing,1990-09-21,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.","Drama, Thriller, Crime",7.449,1791,2.9246,"Gabriel Byrne as Tom Reagan
Marcia Gay Harden as Verna
John Turturro as Bernie Bernbaum
Jon Polito as Johnny Caspar
J.E. Freeman as Eddie Dane
",https://youtu.be/qYQNlJ5zrWA,https://image.tmdb.org/t/p/w154/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg,Joel Coen,115 min
37,Annie Hall.mp4,D:/Movies,Annie Hall.,1977-04-19,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,"Comedy, Drama, Romance",7.731,4146,3.1265,"Woody Allen as Alvy Singer
Diane Keaton as Annie Hall
Tony Roberts as Rob
Carol Kane as Allison
Paul Simon as Tony Lacey
",No trailer available,https://image.tmdb.org/t/p/w154/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg,Woody Allen,93 min
38,About.Time.2013.720p.BluRay.x264.YIFY.mp4,D:/Movies,About Time,2013-09-04,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.","Drama, Romance, Fantasy",7.906,9049,11.2839,"Domhnall Gleeson as Tim Lake
Rachel McAdams as Mary
Bill Nighy as Dad
Tom Hollander as Harry
Margot Robbie as Charlotte
",https://youtu.be/u2PUMA6nFWk,https://image.tmdb.org/t/p/w154/iR1bVfURbN7r1C46WHFbwCkVve.jpg,Richard Curtis,123 min
39,Paper.Towns.2015.720p.WEBRip.x264.AAC-ETRG.mp4,D:/Movies,Paper Towns,2015-06-18,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life dressed like a ninja and summoning him for an ingenious campaign of revenge, he follows. After their all-nighter ends and a new day breaks, Quentin arrives at school to discover that Margo, always an enigma, has now become a mystery. But Quentin soon learns that there are clues, and they're for him. Urged down a disconnected path, the closer Quentin gets, the less he sees of the girl he thought he knew.","Mystery, Drama, Romance",6.153,5140,1.9206,"Nat Wolff as Quentin
Cara Delevingne as Margo
Austin Abrams as Ben
Justice Smith as Radar
Halston Sage as Lacey
",https://youtu.be/rFGiHm5WMLk,https://image.tmdb.org/t/p/w154/eoF6wYVj1vbrCWjL0rBkdZpgrxS.jpg,Jake Schreier,109 min
40,I.Superbiker.2011.BRRip.XviD-ViP3R.avi,D:/Movies,I Superbiker,2011-03-14,"Feature film for release Spring 2011 following four superbike riders through their dramatic British Superbike Season. They are the new GLADIATORS, battling at 200MPH, riding through torturous conditions and risking life and limb at every race meeting. Only one can be the true champion. The film follows the great British hope, Tommy Hill, a fearless racer who cheated death at 14 years old. It tracks James Ellison, the northern heartthrob who came second in 2009, and HAS to win to save his career. Also Gary Mason, an ex privateer now racing on a factory Kawasaki bike who has everything to prove. And finally black leather clad Josh 'Bad Boy' Brookes, the Australian out to steal the crown from the British hopefuls. Film score by David Vanian of the Damned, music by Phil Collen of Def Leppard and Manraze. Directed by Mark Sloper","Documentary, Action",5.5,2,0.1108,,https://youtu.be/rFGiHm5WMLk,https://image.tmdb.org/t/p/w154/8UTQm2v9BXS0ZwhrOsrm9iCL9wV.jpg,Mark Sloper,100 min
41,The Darjeeling Limited[2007]DvDrip[Eng]-FXG.avi,D:/Movies,The Darjeeling Limited,2007-09-07,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).","Adventure, Drama, Comedy",7.153,3813,4.499,"Owen Wilson as Francis
Adrien Brody as Peter
Jason Schwartzman as Jack
Amara Karan as Rita
Wallace Wolodarsky as Brendan
",https://youtu.be/aO1bYukdvLI,https://image.tmdb.org/t/p/w154/oSW5OVXTulaIXcoNwJAp5YEKpbP.jpg,Wes Anderson,92 min
42,Dylan Moran - Like Totally.avi,D:/Movies,Dylan Moran - Like Totally,2006-11-27,"Dylan Moran returns with an all-new stand-up show. Unpredictable, startling, bizarre, elegiac, but above all brilliant and hilariously funny, Moran is a master of comedy.",Comedy,7.7,40,0.2929,"Dylan Moran as Himself
",https://youtu.be/aO1bYukdvLI,https://image.tmdb.org/t/p/w154/qi7oj9bedPFqppZ0xUOLMTexrjU.jpg,Michael Matheson,69 min
